-20.6777,11.3681
-20.4271,8.8149
-20.6777,11.9106
-19.4011,8.2979
-21.1883,12.4213
-18.1245,8.2979
-34.7202,12.4213
4.4681,3.8298
-35.2309,11.9106
25.9130,3.8298
-35.2309,11.3681
27.6999,4.5593
-35.2309,8.8149
32.1670,6.3830
-35.2309,7.7617
38.5500,-0.0000
-36.5074,6.4851
32.1670,-6.3830
-36.8899,6.4851
27.6999,-4.5593
-37.4005,5.9745
25.9130,-3.8298
-37.4005,5.5643
4.4681,-3.8298
-37.6095,4.5526
-18.1245,-8.2979
-37.6095,-4.5526
-19.4011,-8.2979
-37.4005,-5.5643
-20.4271,-8.8149
-37.4005,-5.9745
-20.6777,-11.3681
-36.8899,-6.4851
-20.6777,-11.9106
-36.5074,-6.4851
-21.1883,-12.4213
-35.2309,-7.7617
-34.7202,-12.4213
-35.2309,-8.8149
-35.2309,-11.9106
-35.2309,-11.3681
28.3372,-0.0000
32.1670,-3.8298
32.1670,3.8298
35.9968,-0.0000
-19.5622,-0.0000
-27.0606,7.4985
-27.0606,-7.4985
-34.5591,-0.0000
-31.3372,12.4213
-27.9543,12.4213
-24.5713,12.4213
-14.5022,6.9617
-10.8027,5.8571
-7.0408,4.9887
-3.2315,4.3598
0.6099,3.9730
8.0422,3.8298
11.6164,3.8298
15.1905,3.8298
18.7647,3.8298
22.3389,3.8298
29.7545,5.9095
35.3585,5.5278
37.6948,3.1915
37.6948,-3.1915
35.3585,-5.5278
29.7545,-5.9095
22.3389,-3.8298
18.7647,-3.8298
15.1905,-3.8298
11.6164,-3.8298
8.0422,-3.8298
0.6099,-3.9730
-3.2315,-4.3598
-7.0408,-4.9887
-10.8027,-5.8571
-14.5022,-6.9617
-38.4442,-1.5555
-38.4442,1.5555
-24.5713,-12.4213
-27.9543,-12.4213
-31.3372,-12.4213
29.4590,-2.7081
29.4590,2.7081
34.8751,-2.7081
34.8751,2.7081
-20.5668,3.7492
-23.3114,6.4939
-23.3114,-6.4939
-20.5668,-3.7492
-33.5545,-3.7492
-30.8099,-6.4939
-30.8099,6.4939
-33.5545,3.7492
6.5477,-2.6280
-7.3470,-2.0313
36.1331,-2.5398
20.9962,-1.8168
27.1630,-2.1363
-24.9122,-9.5840
-36.0527,-2.4297
-32.9142,-8.9659
-34.0834,-6.3657
-28.5295,9.8845
-34.1142,6.0154
-36.0910,3.7471
24.4250,2.3275
-17.6776,3.2365
-21.6517,9.8840
-10.8835,3.5443
-14.4395,-2.4646
10.2851,2.3464
17.3627,2.3419
13.9017,-1.7943
-0.4262,-2.4140
2.3275,2.1875
-2.9247,2.6742
-32.3020,9.4369
-24.7869,9.6229
-36.4839,0.5179
-34.0718,-11.0685
-29.5123,-11.1298
-16.2141,5.5281
-14.6279,2.6824
-16.1185,0.9454
-17.2249,-3.1655
-12.6041,0.6354
-9.2984,-0.0053
-10.3932,-2.5705
-19.5054,-6.4537
-22.1357,-9.0651
-26.4235,-11.0548
-22.7136,-11.0324
-12.9235,-5.2887
-16.5049,-5.6299
-27.9668,-9.7885
-18.9719,6.0252
13.7961,2.3454
9.0270,0.8593
12.2151,0.8480
10.5314,-1.6939
15.7220,0.8375
19.2876,0.8316
17.4093,-1.7642
37.1797,0.7798
30.3470,-4.7639
24.3886,-1.8320
36.2043,2.4850
22.7891,0.8329
20.8929,2.3586
27.9617,2.9747
26.0121,0.7914
3.1730,-2.5988
-3.7722,-2.2906
5.4077,1.1232
6.8148,2.1228
-5.3730,0.1564
-7.4764,3.0688
-1.1583,2.8643
-1.6712,0.2419
1.8006,0.4944
-35.8129,-4.8769
-30.2619,-9.5365
-30.3098,8.6155
-17.7533,1.0497
-12.3977,2.6239
-3.4163,1.1977
-30.5453,10.6469
-22.7540,8.5879
-13.2176,4.6452
-8.9664,-3.9776
-18.3440,-5.3654
-5.0964,-1.5946
0.0678,-0.5800
0.1845,1.4571
-5.2899,-3.1017
-24.5230,7.9908
-3.5444,-0.5806
-18.9613,1.9880
-1.7403,1.6871
5.1108,-1.1958
7.8872,-1.3681
-21.0273,6.7410
-20.9608,-7.1257
-26.6599,10.3820
-32.8980,7.8253
-5.1851,2.5369
-10.8772,1.4500
-22.6094,10.7996
-35.0772,2.0620
-9.1506,4.1242
-2.0150,-1.6653
-33.1200,10.9795
-14.3562,-0.3526
-12.5025,-1.5283
-14.6425,-4.5412
-28.9811,-8.2003
2.0028,-1.2865
6.9284,0.4738
-7.2780,1.0489
3.5350,0.8968
-9.1974,2.3004
-11.1985,-0.3916
-16.3577,-0.8134
37.0683,-0.9535
-12.0575,-3.5779
-34.1754,11.1738
-35.2309,10.0915
-34.1754,9.8972
-29.5374,10.2657
-28.2419,11.1529
-29.2498,11.5341
-23.6981,10.2113
-23.7705,9.1054
-22.6817,9.6938
-33.9201,11.7004
-34.9755,11.8947
-34.9755,12.1660
-35.2309,11.6394
-13.4801,0.1414
-13.6160,1.6589
-14.4920,1.1649
-25.7234,10.0025
-24.6791,11.0221
-25.6156,11.4016
-23.5903,11.6105
-35.5215,0.2589
-34.8182,1.0310
-35.7806,1.2899
-20.6777,11.6394
-20.9330,12.1660
-20.9330,11.8947
-22.1305,10.3418
-21.1647,10.6260
-21.6435,11.0839
-34.6725,6.8886
-33.5061,6.9203
-34.0644,7.7935
-37.4641,-0.5188
-37.4641,1.0367
-38.4442,0.0000
-36.8311,-3.4912
-37.2484,-1.9926
-38.0269,-3.0541
-36.2683,-0.9559
-31.8621,-7.7299
-31.5881,-9.2512
-30.5359,-8.0152
-36.9540,-6.2298
-36.9540,-6.0247
-37.4005,-5.7694
-35.2309,-10.0915
-34.6513,-11.2183
-34.6513,-9.9417
-35.2309,-8.2883
-34.0725,-8.8904
-34.0725,-8.3638
-33.4988,-7.6658
-34.6571,-7.0637
-35.2954,-6.4254
-35.8692,-7.1234
-37.1452,-6.2298
-36.6987,-6.4851
-32.1257,-10.6936
-30.7996,-10.9789
-33.4930,-10.0172
-32.7045,-11.7449
-34.3960,-11.7449
-33.0287,-12.4213
-34.6513,-11.4896
-34.9755,-12.1660
-35.2309,-11.6394
-37.5050,-5.0584
-36.6067,-5.2206
-36.7112,-4.7147
-35.9328,-3.6533
-16.1527,2.9595
-15.4210,4.1052
-16.9459,4.3823
-8.9218,-5.4229
-8.0036,-4.4831
-9.8846,-4.9173
-11.6406,3.0841
-12.0506,4.0947
-12.8077,3.6345
-13.8599,5.8034
-15.3582,6.2449
-14.7159,5.0867
-18.3573,1.5189
-17.7154,2.1431
-18.3195,2.6123
37.8649,0.3899
37.1240,-0.0869
37.8092,-0.4768
-13.9228,3.6638
-13.5128,2.6531
-18.6577,0.5249
-17.9600,-0.4067
-17.0555,0.1181
-21.8988,11.6105
-13.7129,-6.1252
-13.7830,-4.9150
-14.5724,-5.7515
-8.8701,-2.3009
-8.3227,-1.0183
-9.8458,-1.2879
-11.8505,-0.9600
-11.4478,-2.0494
-10.7958,-1.4811
-4.3204,-1.0876
-4.4343,-1.9426
-3.6583,-1.4356
-16.8981,2.0910
-15.3732,1.8139
-15.2373,0.2964
-23.5240,-9.3245
-22.7236,-7.7795
-24.1118,-8.0389
-25.9864,-8.5412
-25.1860,-6.9962
-20.2331,-6.7897
-20.0361,-5.1015
-20.7638,-5.4375
-25.9238,8.5607
-26.8603,8.9402
-20.6940,-7.9703
-19.9141,-8.5564
-20.1809,-7.7118
-18.8149,-7.3758
-19.4532,-7.3758
-18.7628,-8.2979
-21.5483,-8.0954
-21.2814,-8.9400
-23.6425,-11.7268
-23.8129,-10.3082
-24.7417,-11.0026
-25.6679,-10.3194
-25.4974,-11.7380
-27.1889,-11.7380
-26.2628,-12.4213
-21.6957,-11.2002
-21.9510,-11.7268
-20.9330,-11.8947
-22.8798,-12.4213
-22.4247,-10.0487
-21.4067,-10.2166
-20.5524,-10.0915
-20.9330,-12.1660
-20.6777,-11.6394
-17.3147,-6.9639
-17.4245,-5.4976
-18.2342,-6.8316
-12.6525,-6.4094
-11.8631,-5.5729
-7.1939,-3.5100
-8.1567,-3.0044
-12.2800,-2.5531
-13.4710,-1.9964
-13.2485,-3.0213
-14.5410,-3.5029
-15.8322,-2.8150
-15.9337,-3.8533
-12.4905,-4.4333
-11.4301,-4.7175
-18.9247,-5.9095
-15.5036,-6.2958
-16.3133,-7.6298
-25.1860,6.9962
-23.9172,7.2423
-25.7918,7.7447
-18.3935,-1.5827
-20.0645,-1.8746
-18.8958,-3.4573
-17.7844,-4.2654
-19.4554,-4.5573
-27.5137,-8.6435
-28.0209,-7.8494
-28.4740,-8.9944
-26.4395,-9.6862
-27.1952,-10.4217
-15.5737,-5.0856
-29.1144,-9.6625
-29.8871,-10.3332
-28.7396,-10.4592
-30.4248,-11.7756
-29.6457,-12.4213
-28.7333,-11.7756
-31.8539,7.1596
-30.5598,7.5547
-31.6039,8.2204
-27.9606,-11.1049
-33.8189,-5.0575
-32.4466,-6.4298
-32.1822,-5.1215
2.6678,0.6956
1.9017,-0.3960
2.7689,-0.1948
-35.3059,-1.2149
-34.8036,-3.0895
-34.0568,-1.8746
-34.9482,-5.6213
-34.6837,-4.3130
-29.8955,-7.3471
-29.6215,-8.8684
-17.5930,5.7767
-18.3247,4.6309
-21.0394,9.3495
-20.5524,10.0915
-36.1602,-5.6810
-19.9996,6.3831
-19.1865,7.1615
-20.2142,7.5194
-17.1693,6.9130
-18.5482,7.1615
-18.7628,8.2979
-16.3133,7.6298
-19.9141,8.5564
-20.7272,7.7779
-22.1361,-6.8098
-27.5947,10.1332
-27.7951,8.6915
-23.6385,8.2894
-24.6550,8.8069
-21.5906,8.7014
-21.8907,7.6645
-19.7693,4.8872
-19.1222,3.4929
-7.2586,4.0288
-8.0957,4.5565
-8.3135,3.5965
-35.5841,2.9045
-36.2874,2.1325
-37.2676,2.6513
-28.9353,6.9962
-28.6852,8.0570
-35.2309,8.2883
-34.0644,8.3201
-32.6000,8.6311
-33.7664,9.1259
-33.8343,4.8823
-32.1822,5.1215
-32.4620,6.2547
-3.1705,1.9360
-4.0549,2.6055
-4.3007,1.8673
-35.1026,4.8813
-35.3108,6.2503
-36.2992,5.1161
-35.8692,7.1234
-36.8503,4.1498
-38.0269,3.0541
-36.7458,4.6557
-37.5050,5.0584
-36.6987,6.4851
-37.1452,6.2298
-36.9540,6.2298
-34.8228,3.7482
-16.9359,0.9975
-37.4005,5.7694
-36.9540,6.0247
13.0056,1.5967
12.7063,3.0876
11.9158,2.3389
14.4933,3.0876
13.4035,3.8298
16.5424,1.5897
16.2766,3.0858
15.4563,2.3337
18.0637,3.0858
16.9776,3.8298
10.6211,0.8537
11.2501,1.5972
9.6560,1.6029
-20.7971,5.2451
12.2165,-1.7441
13.0584,-0.4731
11.3733,-0.4230
9.7792,-0.4173
17.5048,0.8346
18.3252,1.5867
15.6555,-1.7792
16.5656,-0.4633
14.8119,-0.4784
19.2027,-1.7905
20.1419,-0.4926
18.3485,-0.4663
13.9686,0.8428
14.7591,1.5915
10.9507,3.0881
5.5079,-3.2289
6.2552,-3.8298
7.2950,-3.2289
16.2999,-2.7970
16.9776,-3.8298
18.0870,-2.7970
19.8804,-2.8233
14.5461,-2.8120
9.2868,-2.7619
9.8293,-3.8298
11.0739,-2.7619
12.7591,-2.8120
7.2174,-1.9980
7.9647,-2.5989
13.4035,-3.8298
37.3816,-2.0725
38.1224,-1.5957
37.4373,1.9856
38.1224,1.5957
33.5211,-3.2689
33.7628,-4.6788
35.1168,-4.1179
36.9140,-2.8656
35.7458,-4.0338
36.5267,-4.3597
36.5326,-0.4768
36.0650,-1.2699
36.6007,-1.7467
33.7628,-5.9554
32.1670,-5.1064
31.2570,-4.2968
31.2570,-5.5734
30.0507,-5.3367
30.9607,-6.1462
28.7272,-5.2344
29.0234,-4.6616
29.9030,-3.7360
30.8130,-3.2689
23.3637,-2.8309
24.1259,-3.8298
25.1508,-2.8309
25.7758,-1.9842
26.5380,-2.9830
27.4314,-3.3478
26.8064,-4.1945
22.6924,-1.8244
21.6675,-2.8233
20.5518,-3.8298
28.5794,-3.6337
28.3110,-2.4222
35.5397,2.5965
35.4359,1.3540
36.1006,1.2425
-9.6798,-3.2740
-11.2253,-3.0742
-10.5120,-3.7778
35.5041,-2.6239
35.4359,-1.3540
35.7814,4.0064
36.9496,2.8383
36.5267,4.3597
36.6920,1.6324
35.1168,4.1179
33.7628,4.6788
33.5211,3.2689
36.5883,0.3899
33.7628,5.9554
32.1670,5.1064
21.0384,0.8322
21.8927,-0.4920
21.6159,3.0942
21.8410,1.5957
22.5640,2.3313
19.0262,2.3307
20.0903,1.5951
19.8288,3.0942
20.5518,3.8298
23.6071,1.5802
23.3819,3.0787
25.1690,3.0787
24.1259,3.8298
26.9869,1.8830
26.9374,3.4022
25.9626,2.3106
29.6067,4.3088
30.8130,3.2689
30.9607,4.8696
27.8308,3.7670
26.8064,4.1945
24.4006,0.8122
25.2185,1.5595
30.9607,6.1462
28.8581,4.4421
28.7272,5.2344
23.5889,-0.4996
26.5875,-0.6724
25.2004,-0.5203
27.7501,-1.0681
28.8981,-1.3540
27.1747,0.3957
28.1495,1.4873
28.7103,2.8414
28.8981,1.3540
4.1419,-1.8973
3.8206,-3.2143
4.7894,-2.5128
1.8915,-3.2859
2.5390,-3.9014
-6.1654,-4.0452
-5.1362,-4.6742
-4.2607,-3.7308
-5.1932,-2.3482
-6.2217,-1.8129
-6.3185,-2.5665
-2.8936,-1.9779
-3.5019,-3.3252
-2.6233,-3.0125
-1.8288,-3.3869
-1.3108,-4.1664
0.0919,-3.1935
0.7883,-1.8502
1.3064,-2.6297
6.1681,0.7985
5.2593,-0.0363
6.0196,-0.3610
7.4285,2.9763
7.9209,1.4911
8.5346,2.3446
4.4714,1.0100
4.9379,2.4765
4.0016,2.3633
-6.3600,-0.9374
-6.3255,0.6026
-7.3125,-0.4912
6.1113,1.6230
5.6414,2.9763
6.2552,3.8298
9.1636,3.0881
9.8293,3.8298
-8.2882,0.5218
-10.2485,-0.1984
-10.0878,0.7224
-11.0378,0.5292
-8.2377,1.6746
-9.2479,1.1476
4.3229,-0.1495
-0.2742,3.4186
-1.3108,4.1664
-2.1949,3.6121
-3.0781,3.5170
-4.2083,3.4483
-1.2206,-2.0396
-5.1362,4.6742
-6.1130,3.7628
-8.3369,2.6846
-9.1740,3.2123
-2.0415,2.7693
0.9926,0.9757
2.0641,1.3410
1.2560,1.8223
3.3978,3.0087
2.5390,3.9014
1.4687,3.0803
-29.4196,9.2500
-30.4275,9.6312
-1.7057,0.9645
-0.7433,0.8495
-0.7779,1.5721
-33.0287,12.4213
-32.2286,11.7004
-20.0645,1.8746
-19.2618,0.9940
-19.7640,2.8686
-10.0171,3.8343
-10.0404,2.9223
1.0353,-0.9332
-0.1792,-1.4970
9.2093,-1.5310
3.5568,-1.2411
0.9342,-0.0428
0.1262,0.4386
-0.4869,2.1607
0.3972,2.7150
5.8292,-1.9119
-4.5311,-2.6962
-13.3500,-4.0596
-16.7913,-1.9894
-14.3979,-1.4086
-15.3570,-0.5830
-15.3986,-1.6390
-12.5533,-0.4465
-11.9013,0.1219
