27 56
1 0.000000e+00 0.000000e+00 1.000000e+01
2 0.000000e+00 0.000000e+00 0.000000e+00
3 0.000000e+00 2.000000e+00 1.000000e+01
4 0.000000e+00 2.000000e+00 0.000000e+00
5 2.000000e+00 0.000000e+00 1.000000e+01
6 2.000000e+00 0.000000e+00 0.000000e+00
7 2.000000e+00 2.000000e+00 1.000000e+01
8 2.000000e+00 2.000000e+00 0.000000e+00
9 0.000000e+00 0.000000e+00 5.000000e+00
10 0.000000e+00 1.000000e+00 1.000000e+01
11 0.000000e+00 2.000000e+00 5.000000e+00
12 0.000000e+00 1.000000e+00 0.000000e+00
13 2.000000e+00 0.000000e+00 5.000000e+00
14 2.000000e+00 1.000000e+00 1.000000e+01
15 2.000000e+00 2.000000e+00 5.000000e+00
16 2.000000e+00 1.000000e+00 0.000000e+00
17 1.000000e+00 0.000000e+00 0.000000e+00
18 1.000000e+00 0.000000e+00 1.000000e+01
19 1.000000e+00 2.000000e+00 0.000000e+00
20 1.000000e+00 2.000000e+00 1.000000e+01
21 0.000000e+00 1.000000e+00 5.000000e+00
22 2.000000e+00 1.000000e+00 5.000000e+00
23 1.000000e+00 0.000000e+00 5.000000e+00
24 1.000000e+00 2.000000e+00 5.000000e+00
25 1.000000e+00 1.000000e+00 0.000000e+00
26 1.000000e+00 1.000000e+00 1.000000e+01
27 1.000000e+00 1.000000e+00 5.000000e+00
1 102 2 9 
2 102 9 1 
3 102 1 10 
4 102 10 3 
5 102 4 11 
6 102 11 3 
7 102 2 12 
8 102 12 4 
9 102 6 13 
10 102 13 5 
11 102 5 14 
12 102 14 7 
13 102 8 15 
14 102 15 7 
15 102 6 16 
16 102 16 8 
17 102 2 17 
18 102 17 6 
19 102 1 18 
20 102 18 5 
21 102 4 19 
22 102 19 8 
23 102 3 20 
24 102 20 7 
25 204 2 9 21 12 
26 204 12 21 11 4 
27 204 9 1 10 21 
28 204 21 10 3 11 
29 204 5 13 22 14 
30 204 14 22 15 7 
31 204 13 6 16 22 
32 204 22 16 8 15 
33 204 2 17 23 9 
34 204 9 23 18 1 
35 204 17 6 13 23 
36 204 23 13 5 18 
37 204 8 19 24 15 
38 204 15 24 20 7 
39 204 19 4 11 24 
40 204 24 11 3 20 
41 204 2 12 25 17 
42 204 17 25 16 6 
43 204 12 4 19 25 
44 204 25 19 8 16 
45 204 3 10 26 20 
46 204 20 26 14 7 
47 204 10 1 18 26 
48 204 26 18 5 14 
49 308 1 10 21 9 18 26 27 23 
50 308 18 26 27 23 5 14 22 13 
51 308 10 3 11 21 26 20 24 27 
52 308 26 20 24 27 14 7 15 22 
53 308 9 21 12 2 23 27 25 17 
54 308 23 27 25 17 13 22 16 6 
55 308 21 11 4 12 27 24 19 25 
56 308 27 24 19 25 22 15 8 16 
