0,2,101,104
2,3,233,235
3,4,267,269
4,5,252,255
5,6,314,315
6,7,303,305
7,8,309,310
8,9,321,322
9,10,51,54
10,11,96,98
11,12,77,80
12,13,85,86
13,14,91,92
14,15,160,161
15,16,152,153
16,17,136,137
17,18,138,141
18,0,113,115
1,19,175,176
19,20,366,369
20,21,352,353
21,22,348,350
22,1,364,365
