21,52,53,57,58,59
53,3,21,60,58,61
17,50,16,62,63,64
15,16,31,65,66,67
33,32,25,68,69,70
26,34,33,71,72,73
32,33,34,68,74,73
14,34,2,75,76,77
13,26,12,78,79,80
2,34,13,77,81,82
34,26,13,71,82,78
15,32,14,83,84,85
32,34,14,74,85,75
31,25,15,86,66,87
25,32,15,70,87,83
35,45,8,88,89,90
7,35,8,91,92,89
37,36,24,93,94,95
38,27,36,96,97,98
37,6,38,99,100,101
36,37,38,93,97,100
10,38,0,102,103,104
38,10,27,102,96,105
11,27,10,106,107,105
0,38,6,104,108,101
6,37,7,99,109,110
24,35,7,111,112,91
37,24,7,94,110,112
39,27,11,113,114,106
12,39,11,115,116,114
26,39,12,117,80,115
40,36,27,118,119,98
41,24,36,120,121,95
28,41,40,122,123,124
36,40,41,118,121,124
33,42,26,125,72,126
43,28,42,127,128,129
25,43,33,130,69,131
42,33,43,125,128,131
40,42,28,132,123,129
39,26,42,117,133,126
27,39,40,113,119,134
42,40,39,132,133,134
44,35,24,135,136,111
29,45,44,137,138,139
35,44,45,135,88,139
8,45,9,90,140,141
46,47,18,142,143,144
9,46,1,145,146,147
18,1,46,148,143,147
48,47,29,149,150,151
47,48,19,149,152,153
19,18,47,154,152,144
20,19,48,155,156,153
48,51,20,157,156,158
45,29,47,137,159,151
46,9,45,145,160,141
47,46,45,142,159,160
31,49,25,161,86,162
50,30,49,163,164,165
31,16,50,67,166,64
49,31,50,161,164,166
52,51,30,167,168,169
52,21,20,57,170,171
20,51,52,158,170,167
3,53,17,60,172,173
53,50,17,174,173,62
30,50,52,163,168,175
53,52,50,59,174,175
54,30,51,176,177,169
29,54,48,178,150,179
51,48,54,157,177,179
55,49,30,180,181,165
43,25,49,130,182,162
55,5,49,183,180,184
28,43,5,127,185,186
43,49,5,182,186,184
55,23,5,187,183,188
44,56,29,189,138,190
24,41,44,120,136,191
41,28,4,122,192,193
23,56,4,194,195,196
56,44,4,189,196,197
41,4,44,192,191,197
55,54,23,198,187,199
54,29,56,178,200,190
4,28,22,193,201,202
28,5,22,185,202,203
30,54,55,176,181,198
56,23,54,194,200,199
