10,2,84
9,1,159
82,9,153
11,3,81
12,4,105
107,11,154
42,5,121
153,9,159
70,47,113
20,13,85
79,19,133
92,42,121
5,17,98
17,18,73
73,18,79
85,13,119
24,6,86
30,7,125
27,14,128
84,2,139
68,44,80
21,22,68
81,3,142
78,23,134
33,15,124
66,43,110
86,6,114
36,8,123
67,45,111
97,27,128
14,28,96
95,30,125
18,19,79
1,12,106
7,31,94
93,33,124
15,34,89
39,16,122
90,36,123
87,39,122
8,37,88
37,38,66
16,40,91
40,41,69
68,22,78
25,26,72
34,35,67
66,38,87
69,41,92
105,4,147
31,32,70
67,35,90
28,29,71
70,32,93
22,23,78
65,44,116
72,26,97
71,29,95
38,39,87
3,10,83
111,45,144
41,42,92
35,36,90
83,10,141
32,33,93
2,9,82
29,30,95
71,48,117
72,50,77
26,27,97
4,11,107
19,20,133
23,24,134
73,49,99
109,56,157
132,50,152
117,48,156
82,59,137
113,47,155
84,60,138
110,43,145
69,46,112
83,61,140
101,62,136
75,46,150
135,49,151
115,58,148
112,46,146
100,51,145
101,43,130
100,45,129
102,53,144
78,56,109
80,44,143
101,52,146
92,57,118
102,47,127
104,54,155
104,48,126
103,55,156
103,50,120
77,50,132
99,49,135
79,58,115
132,74,157
106,12,131
81,62,154
118,57,150
105,64,131
76,58,143
6,25,114
103,59,152
77,56,86
44,68,109
80,58,85
49,73,115
13,21,119
44,65,143
81,63,136
83,63,142
108,59,153
104,60,137
84,61,141
100,63,140
82,60,139
102,61,138
85,58,133
21,68,119
25,72,114
86,56,134
91,52,122
146,46,158
136,63,145
37,66,88
140,61,144
34,67,89
88,51,123
88,66,110
91,69,112
40,69,91
98,57,121
46,69,118
89,53,124
89,67,111
61,84,138
31,70,94
94,54,125
94,70,113
60,82,137
28,71,96
96,55,128
97,55,120
98,73,99
17,73,98
148,64,151
57,98,99
90,51,129
45,67,129
87,52,130
43,66,130
93,53,127
47,70,127
96,71,117
50,72,120
95,54,126
48,71,126
147,75,151
76,65,131
106,65,149
131,64,148
154,62,158
107,75,147
108,74,152
116,74,149
1,106,149
68,78,109
51,88,110
63,100,145
53,89,111
61,102,144
52,91,112
62,101,146
54,94,113
47,102,138
72,77,114
77,86,114
58,76,148
73,79,115
116,109,157
44,109,116
55,96,117
137,59,156
135,75,150
69,92,118
68,80,119
80,85,119
72,97,120
55,103,120
57,92,121
5,98,121
52,87,122
16,91,122
8,88,123
51,90,123
15,89,124
53,93,124
7,94,125
54,95,125
71,95,126
54,104,126
70,93,127
53,102,127
14,96,128
55,97,128
67,90,129
51,100,129
66,87,130
52,101,130
12,105,131
65,106,131
56,77,132
50,103,152
58,79,133
20,85,133
56,78,134
24,86,134
75,135,151
57,99,135
62,81,136
43,101,136
48,104,137
59,103,156
138,60,155
60,104,155
2,82,139
60,84,139
63,83,140
45,100,140
61,83,141
10,84,141
63,81,142
3,83,142
65,76,143
58,80,143
53,111,144
45,140,144
51,110,145
43,136,145
46,75,158
52,112,146
64,105,147
4,107,147
49,115,148
76,131,148
74,108,149
65,116,149
46,118,150
57,135,150
64,147,151
49,148,151
59,108,152
74,132,152
59,82,153
149,108,159
11,81,154
75,107,158
54,113,155
47,138,155
55,117,156
48,137,156
74,116,157
56,132,157
62,146,158
107,154,158
1,149,159
108,153,159
