9,1,83,159,160,161
8,0,158,162,163,164
81,8,152,165,166,167
10,2,80,168,169,170
11,3,104,171,172,173
106,10,153,174,175,176
41,4,120,177,178,179
152,8,158,167,180,163
69,46,112,181,182,183
19,12,84,184,185,186
78,18,132,187,188,189
91,41,120,190,191,178
4,16,97,192,193,194
16,17,72,195,196,197
72,17,78,197,198,199
84,12,118,186,200,201
23,5,85,202,203,204
29,6,124,205,206,207
26,13,127,208,209,210
83,1,138,161,211,212
67,43,79,213,214,215
20,21,67,216,217,218
80,2,141,170,219,220
77,22,133,221,222,223
32,14,123,224,225,226
65,42,109,227,228,229
85,5,113,204,230,231
35,7,122,232,233,234
66,44,110,235,236,237
96,26,127,238,239,209
13,27,95,240,241,242
94,29,124,243,244,206
17,18,78,245,199,187
0,11,105,246,247,248
6,30,93,249,250,251
92,32,123,252,253,225
14,33,88,254,255,256
38,15,121,257,258,259
89,35,122,260,261,233
86,38,121,262,263,258
7,36,87,264,265,266
36,37,65,267,268,269
15,39,90,270,271,272
39,40,68,273,274,275
67,21,77,218,276,277
24,25,71,278,279,280
33,34,66,281,282,283
65,37,86,269,284,285
68,40,91,275,286,287
104,3,146,173,288,289
30,31,69,290,291,292
66,34,89,283,293,294
27,28,70,295,296,297
69,31,92,292,298,299
21,22,77,300,277,221
64,43,115,301,302,303
71,25,96,280,304,305
70,28,94,297,306,307
37,38,86,308,285,262
2,9,82,309,310,311
110,44,143,237,312,313
40,41,91,314,287,190
34,35,89,315,294,260
82,9,140,311,316,317
31,32,92,318,299,252
1,8,81,319,320,165
28,29,94,321,307,243
70,47,116,322,323,324
71,49,76,325,326,327
25,26,96,328,305,238
3,10,106,329,330,174
18,19,132,331,189,332
22,23,133,333,223,334
72,48,98,335,336,337
108,55,156,338,339,340
131,49,151,341,342,343
116,47,155,324,344,345
81,58,136,346,347,348
112,46,154,183,349,350
83,59,137,351,352,353
109,42,144,229,354,355
68,45,111,356,357,358
82,60,139,359,360,361
100,61,135,362,363,364
74,45,149,365,366,367
134,48,150,368,369,370
114,57,147,371,372,373
111,45,145,358,374,375
99,50,144,376,377,378
100,42,129,379,380,381
99,44,128,382,383,384
101,52,143,385,386,387
77,55,108,388,389,338
79,43,142,215,390,391
100,51,145,392,393,394
91,56,117,395,396,397
101,46,126,398,399,400
103,53,154,401,402,403
103,47,125,404,405,406
102,54,155,407,408,409
102,49,119,410,411,412
76,49,131,327,413,341
98,48,134,337,414,368
78,57,114,415,416,371
131,73,156,417,418,419
105,11,130,248,420,421
80,61,153,422,423,424
117,56,149,397,425,426
104,63,130,427,428,429
75,57,142,430,431,432
5,24,113,433,231,434
102,58,151,435,436,437
76,55,85,438,439,440
43,67,108,213,441,442
79,57,84,443,444,445
48,72,114,335,446,447
12,20,118,448,201,449
43,64,142,301,391,450
80,62,135,451,452,453
82,62,141,454,455,456
107,58,152,457,458,459
103,59,136,460,461,462
83,60,140,463,464,465
99,62,139,466,467,468
81,59,138,469,470,471
101,60,137,472,473,474
84,57,132,445,475,476
20,67,118,217,449,477
24,71,113,279,434,478
85,55,133,440,479,480
90,51,121,481,482,483
145,45,157,375,484,485
135,62,144,453,486,487
36,65,87,268,266,488
139,60,143,361,489,490
33,66,88,282,256,491
87,50,122,492,493,494
87,65,109,488,495,228
90,68,111,496,497,357
39,68,90,274,272,496
97,56,120,498,499,500
45,68,117,356,501,502
88,52,123,503,504,505
88,66,110,491,506,236
60,83,137,463,474,352
30,69,93,291,251,507
93,53,124,508,509,510
93,69,112,507,511,182
59,81,136,469,462,347
27,70,95,296,242,512
95,54,127,513,514,515
96,54,119,516,517,518
97,72,98,519,520,336
16,72,97,196,194,519
147,63,150,521,522,523
56,97,98,498,524,520
89,50,128,525,526,527
44,66,128,235,384,528
86,51,129,529,530,531
42,65,129,227,381,532
92,52,126,533,534,535
46,69,126,181,400,536
95,70,116,512,537,323
49,71,119,325,412,538
94,53,125,539,540,541
47,70,125,322,406,542
146,74,150,543,544,545
75,64,130,546,547,548
105,64,148,549,550,551
130,63,147,429,552,521
153,61,157,424,553,554
106,74,146,555,556,543
107,73,151,557,558,559
115,73,148,560,561,562
0,105,148,247,563,550
67,77,108,276,442,389
50,87,109,492,564,495
62,99,144,466,487,377
52,88,110,503,565,506
60,101,143,472,490,386
51,90,111,481,566,497
61,100,145,362,567,393
53,93,112,508,568,511
46,101,137,398,569,473
71,76,113,326,478,570
76,85,113,439,570,230
57,75,147,430,373,571
72,78,114,198,447,416
115,108,156,572,573,339
43,108,115,441,303,572
54,95,116,513,574,537
136,58,155,348,575,576
134,74,149,577,578,366
68,91,117,286,502,396
67,79,118,214,477,579
79,84,118,444,579,200
71,96,119,304,538,517
54,102,119,407,518,411
56,91,120,395,500,191
4,97,120,193,179,499
51,86,121,529,483,263
15,90,121,271,259,482
7,87,122,265,234,493
50,89,122,525,494,261
14,88,123,255,226,504
52,92,123,533,505,253
6,93,124,250,207,509
53,94,124,539,510,244
70,94,125,306,542,540
53,103,125,401,541,405
69,92,126,298,536,534
52,101,126,385,535,399
13,95,127,241,210,514
54,96,127,516,515,239
66,89,128,293,528,526
50,99,128,376,527,383
65,86,129,284,532,530
51,100,129,392,531,380
11,104,130,172,421,428
64,105,130,549,548,420
55,76,131,438,580,413
49,102,151,410,343,436
57,78,132,415,476,188
19,84,132,185,332,475
55,77,133,388,480,222
23,85,133,203,334,479
74,134,150,577,545,369
56,98,134,524,581,414
61,80,135,422,364,452
42,100,135,379,582,363
47,103,136,404,583,461
58,102,155,435,576,408
137,59,154,353,584,585
59,103,154,460,585,402
1,81,138,320,212,470
59,83,138,351,471,211
62,82,139,454,468,360
44,99,139,382,586,467
60,82,140,359,465,316
9,83,140,160,317,464
62,80,141,451,456,219
2,82,141,310,220,455
64,75,142,546,450,431
57,79,142,443,432,390
52,110,143,565,387,312
44,139,143,586,313,489
50,109,144,564,378,354
42,135,144,582,355,486
45,74,157,365,485,587
51,111,145,566,394,374
63,104,146,427,588,288
3,106,146,330,289,556
48,114,147,446,589,372
75,130,147,547,571,552
73,107,148,557,562,590
64,115,148,302,551,561
45,117,149,501,367,425
56,134,149,581,426,578
63,146,150,588,523,544
48,147,150,589,370,522
58,107,151,457,437,558
73,131,151,417,559,342
58,81,152,346,459,166
148,107,158,590,591,592
10,80,153,169,176,423
74,106,157,555,587,593
53,112,154,568,403,349
46,137,154,569,350,584
54,116,155,574,409,344
47,136,155,583,345,575
73,115,156,560,419,573
55,131,156,580,340,418
61,145,157,567,554,484
106,153,157,175,593,553
0,148,158,563,164,591
107,152,158,458,592,180
