8,7,3,11,12,13
8,9,1,14,15,16
0,8,4,17,18,19
1,4,8,20,15,19
7,8,0,11,21,17
9,5,1,22,16,23
9,2,5,24,22,25
3,10,8,26,12,27
10,3,6,26,28,29
9,10,2,30,24,31
10,6,2,28,31,32
10,9,8,30,27,14
