12,13,14,15,16,17
10,9,13,18,19,20
5,11,1,21,22,23
11,6,1,24,23,25
8,13,9,26,27,20
10,0,9,28,18,29
11,4,14,30,31,32
10,2,0,33,28,34
7,14,13,35,36,17
3,10,12,37,38,39
11,14,6,31,24,40
8,7,13,41,26,36
10,3,2,37,33,42
11,5,4,21,30,43
13,12,10,15,19,39
12,14,4,16,44,32
12,4,3,44,38,45
7,6,14,46,35,40
