14,2,12,18,19,20
13,12,2,21,22,20
0,13,2,23,24,22
12,13,10,21,25,26
13,0,10,23,26,27
4,17,15,28,29,30
4,15,1,29,31,32
16,17,3,33,34,35
15,5,1,36,32,37
11,6,5,38,39,40
15,11,5,41,36,39
11,15,17,41,42,30
14,16,3,43,44,34
2,14,3,18,45,44
12,16,14,46,19,43
16,11,17,47,33,42
11,7,6,48,38,49
12,10,9,25,50,51
12,9,8,50,52,53
16,7,11,54,47,48
16,12,8,46,55,52
16,8,7,55,54,56
4,3,17,57,28,35
